",title,Adventure,Animation,Comedy,Fantasy,Romance,Children,Drama,Documentary,Crime,Sci-Fi,Horror,Mystery,War,Thriller,Action"
"52238,Raging Sharks (2005),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"52239,The Witch in the Window (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52240,Paradox Alice (2012),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52241,The House of Violent Desire (2017),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"52242,An American in Texas (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52243,Bloodlines (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52244,""Ron White: If You Quit Listening, I'll Shut Up (2018)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52245,Living in the Future's Past (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52246,Undercover Grandpa (2017),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0"
"52247,The End of Meat (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52248,The Barbarian and the Geisha (1958),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52249,Middle Class Abbayi (2017),0,0,1,0,0,1,0,0,0,0,0,0,0,0,1"
"52250,Godzilla: Eater of Stars (2018),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52251,Derren Brown: Sacrifice (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52252,My Dinner With Hervé (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52253,A Man is Dead (2018),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52254,Bloody Moon (1981),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"52255,Nirvana Island: The Last 47 Days (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52256,Kuro (2012),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52257,The Super (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52258,The Liberation of Skopje (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52259,Genghis Khan (2018),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"52260,The Supernaturals (1986),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52261,Hotel Gagarin (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52262,The Unseen (2016),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1"
"52263,Killer Kate! (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52264,Effedia - Sulla mia cattiva strada (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52265,Without Me (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52266,Batti Gul Meter Chalu (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52267,Caddie (1976),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52268,9 Satra (2018),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0"
"52269,Delirium (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"52270,The Haunted Hotel (1907),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52271,The Ouija Board (1920),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0"
"52272,L7: Pretend We're Dead (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52273,First-Year Student (1948),1,0,1,0,0,1,0,0,0,0,0,0,0,0,0"
"52274,Stagecoach (1986),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52275,A Twelve-Year Night (2018),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52276,Monsters Wanted (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52277,Possum (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"52278,The Hunted (1948),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52279,Meant to Be (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52280,The Go-Betweens: Right Here (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52281,Big Gold Dream: Scottish Post-Punk and Infiltrating the Mainstream (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52282,Teenage Superstars (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52283,The Forgotten Colours of Dreams (2018),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"52284,The Devonsville Terror (1983),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52285,Jungle Drums (1943),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52286,Boo Moon (1954),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52287,One Small Step (2018),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52288,His Nickname Is Beast (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"52289,Mouth to Mouth (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52290,This Crazy Heart (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52291,The Promise (2017),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"52292,Bad Dads (2011),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52293,The Satellite Girl And Milk Cow (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52294,What They Had (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52295,Moscow Never Sleeps (2015),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"52296,Cottonpickin' Chickenpickers (1967),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52297,An Evening with Beverly Luff Linn (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52298,Constantine: City of Demons - The Movie (2018),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52299,The Dark (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52300,Smuggling Hendrix (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52301,Atomic Homefront (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52302,Solitary (2016),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52303,Divine Divas (2016),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52304,Our Struggles (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52305,Cam (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"52306,X - The eXploited (2018),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52307,Bird Box (2018),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0"
"52308,Who's Watching Oliver (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52309,Ted - Show Me Love (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52310,Expect the Unexpected (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"52311,Destroyer (2018),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"52312,Joe & Caspar Hit the Road (2015),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52313,""Burn Motherfucker, Burn! (2017)"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52314,An Interview with God (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52315,Adam Sandler: 100% Fresh (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52316,Shogun (1980),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
"52317,Vox Lux (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52318,3 Faces (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52319,Gamera 2: Attack of the Legion (1996),0,0,0,1,0,0,0,0,0,1,1,0,0,1,1"
"52320,Why Knot (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52321,Air Strike (2018),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
"52322,Solis (2018),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52323,Don't Go (2018),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
"52324,Reversing Roe (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52325,Between Worlds (2018),0,0,0,0,0,0,0,0,0,0,0,1,0,1,1"
"52326,Attrition (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52327,Spitfire (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52328,The Last Witness (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52329,Mapplethorpe (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52330,Behind the Curve (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52331,Shattered (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52332,Free and Easy (2017),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52333,Bad Ben - The Mandela Effect (2018),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
"52334,Black Panthers (1968),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52335,Mr. Donkey (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52336,Homestay (2018),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0"
"52337,The Keeping Hours (2017),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
"52338,Mad World (2018),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52339,The Manual (2017),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52340,Lemming's First Case (2009),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
"52341,Otto - The Romance Film (1992),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52342,Otto - The Disaster Movie (2000),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52343,Emil and the Detectives (2001),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0"
"52344,The Basement (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52345,Anna (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"52346,Girl (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52347,Deadly Crossing (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"52348,The Wind (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52349,The Real Rocky (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52350,Fractured (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"52351,The Thinning: New World Order (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52352,Lone Wolf (1988),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"52353,""If You Die, I'll Kill You (2011)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52354,Sisters of War (2010),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"52355,Magnificent Desolation: Walking on the Moon (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52356,1985 (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52357,Welcome Home (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52358,Liv (1967),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52359,The Scorpion King: Book of Souls (2018),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"52360,Piercing (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52361,Halvdan Viking (2018),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"52362,When Knighthood Was in Flower (1922),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52363,Darth Maul: Apprentice (2016),0,0,0,1,0,0,0,0,0,1,0,0,0,0,1"
"52364,Ana e Vitória (2018),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"52365,1 Out of 7 (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52366,The Negotiation (2018),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52367,Blanche (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52368,The Realm (2018),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"52369,Seven Days in January (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52370,Saurora (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52371,Ignatius of Loyola (2016),0,0,0,0,1,0,0,0,0,0,0,0,1,0,1"
"52372,Empsillnes (2015),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52373,The Narrow World (2017),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52374,The iMom (2014),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52375,Telescope (2013),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52376,The Chocolate War (1988),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52377,Uncanny Valley (2015),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52378,Bilocation (2013),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52379,No Escape Room (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"52380,Death Kiss (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"52381,Jack Irish: Dead Point (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52382,Jack Irish: Bad Debts (2012),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"52383,7 and 8 (2007),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52384,Dead Heart (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"52385,Knuckleball (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52386,Loophole (1981),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52387,Nyitva (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52388,Ronnie Coleman: The King (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52389,The Days of Being Dumb (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52390,Deadline (1987),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
"52391,B&B (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52392,Crazy About Tiffany's (2016),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52393,Spider-Man: Into the Spider-Verse (2018),1,1,0,0,0,0,0,0,0,1,0,0,0,0,1"
"52394,Mary Poppins Returns (2018),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
"52395,Bumblebee (2018),1,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"52396,Holmes and Watson (2018),1,0,1,0,0,0,0,0,0,0,0,1,0,0,0"
"52397,On the Basis of Sex (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52398,Making Fun: The Story of Funko (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52399,Defying the Nazis: The Sharps' War (2016),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52400,Monster Party (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52401,Eyes of the Werewolf (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52402,Honeyglue (2015),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52403,Dead Squad: Temple of the Undead (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52404,Project A-Ko (1986),0,1,1,0,0,0,0,0,0,1,0,0,0,0,1"
"52405,The 14 Amazons (1972),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52406,The Biggest Heroes (1996),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52407,The Invitation (1973),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52408,The Limousine (2014),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52409,The Badger Game (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"52410,Singularity (2015),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"52411,Singular (2014),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52412,Sad Hill Unearthed (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52413,Prism (2015),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52414,The Light Princess (1978),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0"
"52415,Code 8 (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"52416,Junk (2012),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52417,The Night Crew (2014),0,0,0,0,0,0,0,0,0,0,0,1,0,1,1"
"52418,After the Sun Fell (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52419,Star Wars: Dresca,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52420,Red Mission (2015),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0"
"52421,Krishnarjuna Yudham (2018),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1"
"52422,The Man Who Surprised Everyone (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52423,One Day (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52424,The Banquet (1948),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52425,Florianópolis Dream (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52426,En tierra extraña (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52427,काशी - In Search of Ganga (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52428,Lupin the Third: The Fuma Conspiracy (1987),1,1,1,0,0,0,0,0,0,0,0,0,0,0,1"
"52429,Carbone (2017),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"52430,The Secret of Steel City (1979),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
"52431,The Holiday Calendar (2018),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0"
"52432,Marrying the Mafia II (2005),0,0,1,0,1,0,0,0,1,0,0,0,0,0,1"
"52433,They'll Love Me When I'm Dead (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52434,Seven in Heaven (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52435,Be Afraid (2017),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"52436,Death Bed: The Bed That Eats (1977),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
"52437,God Knows Where I Am (2016),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
"52438,""Roll, Freddy, Roll! (1974)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52439,Flight 666 (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52440,Hearts of Kyber (2017),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52441,Believe in Me (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"52442,Happy Ending (2010),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52443,White Lily (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52444,Heart Blackened (2017),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"52445,Alice: Boy from Wonderland (2015),0,0,0,1,1,0,0,0,0,0,1,0,0,0,0"
"52446,Chasing Tyson (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52447,Caroline (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52448,Hope (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52449,Blue Velvet Revisited (2016),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52450,Last Child (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52451,""Happy New Year, Colin Burstead (2018)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52452,The Front Runner (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52453,Dragged Across Concrete (2018),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"52454,Long Day's Journey Into Night (2018),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
"52455,I Used to Be Normal: A Boyband Fangirl Story (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52456,Shadow (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52457,Stan & Ollie (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52458,Non-Fiction (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52459,30 Door Key (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52460,Monsieur Papa (2011),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52461,Conspiracy Theory (2016),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0"
"52462,Le Grand Bain (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52463,D.L. Hughley: Contrarian (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52464,Rahasya (2015),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"52465,Sweet Water (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"52466,Robot & Scarecrow (2017),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52467,Francis (2013),0,1,0,0,0,0,0,0,0,0,0,1,0,1,0"
"52468,From Zero to Ten (2002),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52469,Tiger Boy (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52470,Io sono Tempesta (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52471,Believe (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52472,Ratsasan (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"52473,Rampant (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52474,Ghatel-e Ahli (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52475,Lifechanger (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52476,Perfect (2018),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0"
"52477,Mary Forever (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"52478,Los tres García (1947),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"52479,She Demons (1958),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"52480,Room to Move (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"52481,Jane Fonda in Five Acts (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52482,Cursed Seat (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52483,Reich (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52484,B-Day! (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52485,The Fool Killer (1965),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
"52486,Fakkah Fuzz: Almost Banned (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52487,Baltic Deputy (1937),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52488,The Saint In Palm Springs (1941),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"52489,Gun City (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"52490,The Prince and the Dybbuk (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52491,The Lady and the Beard (1931),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"52492,Kusama - Infinity (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52493,Postcards from the Zoo (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52494,The Stylist (2016),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52495,Zombiebox (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52496,The Little Prince (1966),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
"52497,On the Seventh Day (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52498,Seminary Girls (1897),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52499,Loss Prevention (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"52500,Sound and Fury (1988),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52501,The Ranger (2018),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"52502,The Prime of Life (1967),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52503,The Tigers of Scotland (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52504,Mad Max Renegade (2011),1,0,0,0,0,0,0,0,0,1,0,0,0,1,1"
"52505,Our Deal (2011),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52506,The Witch Files (2018),0,0,0,1,0,0,0,0,0,0,0,1,0,0,0"
"52507,Becoming Astrid (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52508,This Mountain Life (2018),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52509,""Baikonur, Earth"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52510,Serengeti Rules (2018),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52511,Hondros (2018),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
"52512,Angkor Awakens: A Portrait of Cambodia (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52513,Caniba (2017),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52514,Almost Perfect (2012),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"52515,I'm Not a Rebel (2017),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52516,The Network of Freedom (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52517,Budapest (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52518,Derailroaded (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52519,White Orchid (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52520,The History of White People in America (1985),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52521,The Island (2011),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0"
"52522,River Runs Red (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52523,In a Relationship (2018),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"52524,Heart of Stone (2016),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
"52525,Soltera Codiciada (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52526,Four Around a Woman (1921),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"52527,The Address (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52528,9 Fingers (2018),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"52529,Dharma Guns (La Succession Starkov) (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"52530,Summer '82: When Zappa Came to Sicily (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"52531,Time Freak (2018),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0"
"52532,Lez Bomb (2018),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"52533,Sadie (2018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
